,time,ftime,type,location_type,location
0,1604910410,09.11 09:26:50,nakládka,,
1,1604910481,09.11 09:28:01,vykládka,sklad,B-01 07-12
2,1604910498,09.11 09:28:18,nakládka,,
3,1604910558,09.11 09:29:18,vykládka,sklad,B-01 07-12
4,1604910576,09.11 09:29:36,nakládka,,
5,1604910612,09.11 09:30:12,vykládka,sklad,B-01 07-12
6,1604910630,09.11 09:30:30,nakládka,,
7,1604910675,09.11 09:31:15,vykládka,sklad,B-01 07-12
8,1604910694,09.11 09:31:34,nakládka,,
9,1604910741,09.11 09:32:21,vykládka,sklad,B-01 07-12
10,1604910757,09.11 09:32:37,nakládka,,
11,1604910801,09.11 09:33:21,vykládka,sklad,B-01 07-12
12,1604910828,09.11 09:33:48,nakládka,,
13,1604910886,09.11 09:34:46,vykládka,,
14,1604910896,09.11 09:34:56,nakládka,sklad,B-01 01-07
15,1604910934,09.11 09:35:34,vykládka,sklad,B-01 07-12
16,1604910950,09.11 09:35:50,nakládka,,
17,1604911005,09.11 09:36:45,vykládka,sklad,B-01 07-12
18,1604911086,09.11 09:38:06,nakládka,,
19,1604911127,09.11 09:38:47,vykládka,,
20,1604911140,09.11 09:39:00,nakládka,,
21,1604911185,09.11 09:39:45,vykládka,sklad,B-01 07-12
22,1604911205,09.11 09:40:05,nakládka,,
23,1604911250,09.11 09:40:50,vykládka,,
24,1604911264,09.11 09:41:04,nakládka,,
25,1604911307,09.11 09:41:47,vykládka,sklad,B-01 07-12
26,1604911447,09.11 09:44:07,nakládka,,
27,1604911493,09.11 09:44:53,vykládka,sklad,B-01 07-12
28,1604911899,09.11 09:51:39,nakládka,,
29,1604912033,09.11 09:53:53,vykládka,budova,nejaka dilna
30,1604912936,09.11 10:08:56,nakládka,,
31,1604912976,09.11 10:09:36,vykládka,sklad,B-01 07-12
32,1604912993,09.11 10:09:53,nakládka,,
33,1604913028,09.11 10:10:28,vykládka,sklad,B-01 07-12
34,1604913044,09.11 10:10:44,nakládka,sklad,B-01 01-07
35,1604913084,09.11 10:11:24,vykládka,sklad,B-01 07-12
36,1604913097,09.11 10:11:37,nakládka,,
37,1604913137,09.11 10:12:17,vykládka,sklad,B-01 07-12
38,1604913174,09.11 10:12:54,nakládka,,
39,1604913214,09.11 10:13:34,vykládka,sklad,B-01 07-12
40,1604913240,09.11 10:14:00,nakládka,,
41,1604913283,09.11 10:14:43,vykládka,,
42,1604913295,09.11 10:14:55,nakládka,budova,Hala schlosser
43,1604913348,09.11 10:15:48,vykládka,sklad,B-01 07-12
44,1604913365,09.11 10:16:05,nakládka,budova,Hala schlosser
45,1604913405,09.11 10:16:45,vykládka,,
46,1604913419,09.11 10:16:59,nakládka,,
47,1604913520,09.11 10:18:40,vykládka,,
48,1604913663,09.11 10:21:03,nakládka,budova,Hala schlosser
49,1604913704,09.11 10:21:44,vykládka,,
50,1604914543,09.11 10:35:43,nakládka,,
51,1604914578,09.11 10:36:18,vykládka,sklad,B-01 07-12
52,1604914704,09.11 10:38:24,nakládka,,
53,1604914749,09.11 10:39:09,vykládka,sklad,B-01 07-12
54,1604914767,09.11 10:39:27,nakládka,,
55,1604914802,09.11 10:40:02,vykládka,sklad,B-01 07-12
56,1604914817,09.11 10:40:17,nakládka,,
57,1604914853,09.11 10:40:53,vykládka,sklad,B-01 07-12
58,1604914869,09.11 10:41:09,nakládka,,
59,1604914912,09.11 10:41:52,vykládka,sklad,B-01 07-12
60,1604914974,09.11 10:42:54,nakládka,,
61,1604914987,09.11 10:43:07,vykládka,,
62,1604914992,09.11 10:43:12,nakládka,,
63,1604915085,09.11 10:44:45,vykládka,,
64,1604915203,09.11 10:46:43,nakládka,,
65,1604915271,09.11 10:47:51,vykládka,sklad,B-01 07-12
66,1604915451,09.11 10:50:51,nakládka,,
67,1604915494,09.11 10:51:34,vykládka,sklad,B-01 07-12
68,1604915717,09.11 10:55:17,nakládka,,
69,1604915758,09.11 10:55:58,vykládka,sklad,B-01 07-12
70,1604915937,09.11 10:58:57,nakládka,,
71,1604915981,09.11 10:59:41,vykládka,sklad,B-01 07-12
72,1604916020,09.11 11:00:20,nakládka,sklad,B-01 07-12
73,1604916075,09.11 11:01:15,vykládka,,
74,1604916138,09.11 11:02:18,nakládka,,
75,1604916183,09.11 11:03:03,vykládka,sklad,B-01 07-12
76,1604916478,09.11 11:07:58,nakládka,,
77,1604916491,09.11 11:08:11,vykládka,,
78,1604916495,09.11 11:08:15,nakládka,,
79,1604916531,09.11 11:08:51,vykládka,sklad,B-01 07-12
80,1604916548,09.11 11:09:08,nakládka,,
81,1604916607,09.11 11:10:07,vykládka,sklad,B-01 07-12
82,1604916755,09.11 11:12:35,nakládka,,
83,1604916802,09.11 11:13:22,vykládka,sklad,B-01 07-12
84,1604916965,09.11 11:16:05,nakládka,,
85,1604917016,09.11 11:16:56,vykládka,sklad,B-01 07-12
86,1604917164,09.11 11:19:24,nakládka,,
87,1604917202,09.11 11:20:02,vykládka,sklad,B-01 07-12
88,1604917275,09.11 11:21:15,nakládka,budova,Hala schlosser
89,1604917336,09.11 11:22:16,vykládka,sklad,B-01 07-12
90,1604917784,09.11 11:29:44,nakládka,,
91,1604917826,09.11 11:30:26,vykládka,sklad,B-01 07-12
92,1604917842,09.11 11:30:42,nakládka,,
93,1604917885,09.11 11:31:25,vykládka,sklad,B-01 07-12
2054,1606371254,26.11 07:14:14,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2055,1606371257,26.11 07:14:17,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2056,1606371259,26.11 07:14:19,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2057,1606371261,26.11 07:14:21,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2058,1606371265,26.11 07:14:25,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2059,1606372732,26.11 07:38:52,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2060,1606372780,26.11 07:39:40,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2061,1606372849,26.11 07:40:49,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2062,1606372934,26.11 07:42:14,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2063,1606373139,26.11 07:45:39,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2064,1606373212,26.11 07:46:52,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2065,1606373518,26.11 07:51:58,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2066,1606373940,26.11 07:59:00,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2067,1606374020,26.11 08:00:20,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2068,1606376247,26.11 08:37:27,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2069,1606376336,26.11 08:38:56,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2070,1606376427,26.11 08:40:27,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2071,1606376493,26.11 08:41:33,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2072,1606376576,26.11 08:42:56,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2073,1606377959,26.11 09:05:59,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2074,1606378424,26.11 09:13:44,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2075,1606378506,26.11 09:15:06,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2076,1606378592,26.11 09:16:32,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2077,1606378693,26.11 09:18:13,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2078,1606378784,26.11 09:19:44,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2079,1606378851,26.11 09:20:51,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2080,1606378964,26.11 09:22:44,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2081,1606379074,26.11 09:24:34,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2082,1606379742,26.11 09:35:42,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2083,1606379744,26.11 09:35:44,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2084,1606379745,26.11 09:35:45,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2085,1606379747,26.11 09:35:47,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2086,1606379748,26.11 09:35:48,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2087,1606379750,26.11 09:35:50,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2088,1606380501,26.11 09:48:21,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2089,1606380577,26.11 09:49:37,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2090,1606380651,26.11 09:50:51,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2091,1606380726,26.11 09:52:06,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2092,1606381613,26.11 10:06:53,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2093,1606382036,26.11 10:13:56,operace,stroj/umisteni,B-06-01-01/B-01-01-12
2094,1606382104,26.11 10:15:04,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2095,1606382179,26.11 10:16:19,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2096,1606382237,26.11 10:17:17,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2097,1606382323,26.11 10:18:43,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2098,1606382485,26.11 10:21:25,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2099,1606382545,26.11 10:22:25,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2100,1606382602,26.11 10:23:22,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2101,1606384590,26.11 10:56:30,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2102,1606384638,26.11 10:57:18,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2103,1606384694,26.11 10:58:14,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2104,1606384742,26.11 10:59:02,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2105,1606386186,26.11 11:23:06,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2106,1606386210,26.11 11:23:30,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2107,1606386271,26.11 11:24:31,operace,stroj/umisteni,B-06-01-01/B-01-01-02
2108,1606386586,26.11 11:29:46,operace,stroj/umisteni,B-06-01-01/A-02-01-03
2109,1606386667,26.11 11:31:07,operace,stroj/umisteni,B-06-01-01/A-02-01-03
2110,1606386853,26.11 11:34:13,operace,stroj/umisteni,B-06-01-01/A-02-01-03
2111,1606387040,26.11 11:37:20,operace,stroj/umisteni,B-06-01-01/A-02-01-03
2112,1606387270,26.11 11:41:10,operace,stroj/umisteni,B-06-01-01/A-02-01-03
2113,1606387503,26.11 11:45:03,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2114,1606387749,26.11 11:49:09,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2115,1606387938,26.11 11:52:18,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2116,1606388038,26.11 11:53:58,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2117,1606388135,26.11 11:55:35,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2118,1606388236,26.11 11:57:16,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2119,1606388330,26.11 11:58:50,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2120,1606388431,26.11 12:00:31,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2121,1606388545,26.11 12:02:25,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2122,1606388659,26.11 12:04:19,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2123,1606388759,26.11 12:05:59,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2124,1606388858,26.11 12:07:38,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2125,1606388953,26.11 12:09:13,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2126,1606389053,26.11 12:10:53,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2127,1606389154,26.11 12:12:34,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2128,1606389271,26.11 12:14:31,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2129,1606389385,26.11 12:16:25,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2130,1606389498,26.11 12:18:18,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2131,1606389588,26.11 12:19:48,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2132,1606389691,26.11 12:21:31,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2133,1606389791,26.11 12:23:11,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2134,1606389905,26.11 12:25:05,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2135,1606390205,26.11 12:30:05,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2136,1606390347,26.11 12:32:27,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2137,1606391134,26.11 12:45:34,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2138,1606391391,26.11 12:49:51,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2139,1606391492,26.11 12:51:32,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2140,1606391603,26.11 12:53:23,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2141,1606391706,26.11 12:55:06,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2142,1606391815,26.11 12:56:55,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2143,1606392627,26.11 13:10:27,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2144,1606392734,26.11 13:12:14,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2145,1606392840,26.11 13:14:00,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2146,1606393506,26.11 13:25:06,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2147,1606393613,26.11 13:26:53,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2148,1606393726,26.11 13:28:46,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2149,1606393833,26.11 13:30:33,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2150,1606394070,26.11 13:34:30,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2151,1606394461,26.11 13:41:01,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2152,1606395412,26.11 13:56:52,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2153,1606395576,26.11 13:59:36,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2154,1606395709,26.11 14:01:49,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2155,1606395809,26.11 14:03:29,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2156,1606395937,26.11 14:05:37,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2157,1606396051,26.11 14:07:31,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2158,1606396165,26.11 14:09:25,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2159,1606396271,26.11 14:11:11,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2160,1606396377,26.11 14:12:57,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2161,1606396930,26.11 14:22:10,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2162,1606397056,26.11 14:24:16,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2163,1606397148,26.11 14:25:48,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2164,1606397262,26.11 14:27:42,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2165,1606397396,26.11 14:29:56,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2166,1606397497,26.11 14:31:37,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2167,1606397610,26.11 14:33:30,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2168,1606397728,26.11 14:35:28,operace,stroj/umisteni,B-06-01-01/A-01-03-01
2169,1606458190,27.11 07:23:10,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2170,1606458386,27.11 07:26:26,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2171,1606458819,27.11 07:33:39,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2172,1606458891,27.11 07:34:51,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2173,1606458975,27.11 07:36:15,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2174,1606459067,27.11 07:37:47,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2175,1606459193,27.11 07:39:53,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2176,1606459264,27.11 07:41:04,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2177,1606459358,27.11 07:42:38,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2178,1606459445,27.11 07:44:05,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2179,1606459546,27.11 07:45:46,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2180,1606459914,27.11 07:51:54,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2181,1606460008,27.11 07:53:28,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2182,1606460089,27.11 07:54:49,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2183,1606460179,27.11 07:56:19,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2184,1606460358,27.11 07:59:18,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2185,1606460461,27.11 08:01:01,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2186,1606460678,27.11 08:04:38,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2187,1606460796,27.11 08:06:36,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2188,1606460900,27.11 08:08:20,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2189,1606461246,27.11 08:14:06,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2190,1606461605,27.11 08:20:05,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2191,1606461705,27.11 08:21:45,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2192,1606461879,27.11 08:24:39,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2193,1606461975,27.11 08:26:15,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2194,1606462073,27.11 08:27:53,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2195,1606462507,27.11 08:35:07,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2196,1606462754,27.11 08:39:14,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2197,1606462827,27.11 08:40:27,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2198,1606462986,27.11 08:43:06,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2199,1606463405,27.11 08:50:05,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2200,1606463581,27.11 08:53:01,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2201,1606463873,27.11 08:57:53,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2202,1606463962,27.11 08:59:22,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2203,1606464074,27.11 09:01:14,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2204,1606464503,27.11 09:08:23,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2205,1606464596,27.11 09:09:56,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2206,1606465321,27.11 09:22:01,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2207,1606465403,27.11 09:23:23,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2208,1606465475,27.11 09:24:35,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2209,1606465583,27.11 09:26:23,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2210,1606465680,27.11 09:28:00,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2211,1606465989,27.11 09:33:09,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2212,1606466205,27.11 09:36:45,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2213,1606466803,27.11 09:46:43,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2214,1606466878,27.11 09:47:58,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2215,1606466947,27.11 09:49:07,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2216,1606467022,27.11 09:50:22,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2217,1606467401,27.11 09:56:41,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2218,1606467477,27.11 09:57:57,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2219,1606467560,27.11 09:59:20,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2220,1606468301,27.11 10:11:41,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2221,1606468356,27.11 10:12:36,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2222,1606468741,27.11 10:19:01,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2223,1606468835,27.11 10:20:35,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2224,1606468975,27.11 10:22:55,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2225,1606469026,27.11 10:23:46,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2226,1606469140,27.11 10:25:40,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2227,1606469194,27.11 10:26:34,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2228,1606469399,27.11 10:29:59,operace,stroj/umisteni,B-06-01-01/B-01-01-10
94,1606469736,27.11 10:35:36,nakládka,,
2229,1606469808,27.11 10:36:48,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2230,1606469889,27.11 10:38:09,operace,stroj/umisteni,B-06-01-01/B-01-01-10
95,1606469927,27.11 10:38:47,vykládka,,
96,1606469941,27.11 10:39:01,nakládka,sklad,Sklad MTZ Venkonvi
97,1606470018,27.11 10:40:18,vykládka,,
98,1606470087,27.11 10:41:27,nakládka,,
2231,1606470094,27.11 10:41:34,operace,stroj/umisteni,B-06-01-01/B-01-01-10
2232,1606470157,27.11 10:42:37,operace,stroj/umisteni,B-06-01-01/B-01-01-10
99,1606470186,27.11 10:43:06,vykládka,,
100,1606470352,27.11 10:45:52,nakládka,,
101,1606470427,27.11 10:47:07,vykládka,budova,Hala schlosser
102,1606470428,27.11 10:47:08,nakládka,budova,Hala schlosser
103,1606470452,27.11 10:47:32,vykládka,,
104,1606470463,27.11 10:47:43,nakládka,budova,Hala schlosser
105,1606470517,27.11 10:48:37,vykládka,,
106,1606470525,27.11 10:48:45,nakládka,,
107,1606470585,27.11 10:49:45,vykládka,sklad,B-01 07-12
108,1606470618,27.11 10:50:18,nakládka,,
109,1606470692,27.11 10:51:32,vykládka,sklad,B-01 07-12
110,1606470714,27.11 10:51:54,nakládka,,
111,1606470771,27.11 10:52:51,vykládka,sklad,B-01 07-12
112,1606470830,27.11 10:53:50,nakládka,,
113,1606470884,27.11 10:54:44,vykládka,sklad,B-01 07-12
114,1606470931,27.11 10:55:31,nakládka,,
115,1606470971,27.11 10:56:11,vykládka,sklad,B-01 07-12
116,1606471003,27.11 10:56:43,nakládka,,
117,1606471054,27.11 10:57:34,vykládka,sklad,B-01 07-12
118,1606471256,27.11 11:00:56,nakládka,budova,Hala schlosser
119,1606471311,27.11 11:01:51,vykládka,sklad,B-01 07-12
120,1606471344,27.11 11:02:24,nakládka,budova,Hala schlosser
121,1606471394,27.11 11:03:14,vykládka,,
122,1606471414,27.11 11:03:34,nakládka,,
123,1606471465,27.11 11:04:25,vykládka,,
124,1606471486,27.11 11:04:46,nakládka,budova,Hala schlosser
125,1606471536,27.11 11:05:36,vykládka,sklad,B-01 07-12
126,1606471557,27.11 11:05:57,nakládka,,
127,1606471610,27.11 11:06:50,vykládka,sklad,B-01 07-12
128,1606471637,27.11 11:07:17,nakládka,budova,Hala schlosser
129,1606471681,27.11 11:08:01,vykládka,,
130,1606471700,27.11 11:08:20,nakládka,,
131,1606471747,27.11 11:09:07,vykládka,,
132,1606471775,27.11 11:09:35,nakládka,,
133,1606471828,27.11 11:10:28,vykládka,sklad,B-01 07-12
134,1606471850,27.11 11:10:50,nakládka,,
135,1606471915,27.11 11:11:55,vykládka,sklad,B-01 07-12
136,1606471962,27.11 11:12:42,nakládka,,
137,1606472018,27.11 11:13:38,vykládka,sklad,B-01 07-12
138,1606472074,27.11 11:14:34,nakládka,,
139,1606472124,27.11 11:15:24,vykládka,sklad,B-01 07-12
140,1606472145,27.11 11:15:45,nakládka,budova,Hala schlosser
141,1606472194,27.11 11:16:34,vykládka,sklad,B-01 07-12
142,1606472219,27.11 11:16:59,nakládka,budova,Hala schlosser
143,1606472274,27.11 11:17:54,vykládka,sklad,B-01 07-12
144,1606472321,27.11 11:18:41,nakládka,,
145,1606472370,27.11 11:19:30,vykládka,sklad,B-01 07-12
146,1606472389,27.11 11:19:49,nakládka,budova,Hala schlosser
147,1606472447,27.11 11:20:47,vykládka,sklad,B-01 07-12
148,1606472467,27.11 11:21:07,nakládka,,
149,1606472521,27.11 11:22:01,vykládka,,
150,1606472543,27.11 11:22:23,nakládka,,
151,1606472599,27.11 11:23:19,vykládka,sklad,B-01 07-12
152,1606472620,27.11 11:23:40,nakládka,,
153,1606472674,27.11 11:24:34,vykládka,,
154,1606472692,27.11 11:24:52,nakládka,,
155,1606472732,27.11 11:25:32,vykládka,sklad,B-01 07-12
156,1606472780,27.11 11:26:20,nakládka,,
157,1606472831,27.11 11:27:11,vykládka,sklad,B-01 07-12
158,1606472859,27.11 11:27:39,nakládka,,
159,1606472917,27.11 11:28:37,vykládka,sklad,B-01 07-12
160,1606472938,27.11 11:28:58,nakládka,,
161,1606472984,27.11 11:29:44,vykládka,,
162,1606473026,27.11 11:30:26,nakládka,,
163,1606473076,27.11 11:31:16,vykládka,,
